"animal"	"Sire"	"Dam"	"Batch"	"Head"	"Body"	"Depth"	"Mass"
"788"	13340016	"11339301"	"11343301"	4	172.27	809.21	287.08	44
"789"	13340017	"11339301"	"11343301"	4	176.36	806.43	290.74	43.8
"790"	13340018	"11339301"	"11343301"	4	181.81	809.15	295.31	43.6
"791"	13340019	"11339301"	"11343301"	4	145.51	822.7	278.33	43.6
"792"	13340020	"11339301"	"11343301"	4	173.65	802.19	284.38	43.2
"793"	13340021	"11339301"	"11343301"	4	183.9	794.8	279.68	43.2
"794"	13340022	"11339301"	"11343301"	4	174.53	809.72	292.77	43
"795"	13340023	"11339301"	"11343301"	4	160.41	823.81	278.92	43
"796"	13340024	"11339301"	"11343301"	4	172.41	809.77	293.64	42.8
"797"	13340025	"11339301"	"11343301"	4	177.06	808.68	284.21	42.8
"798"	13340026	"11339301"	"11343301"	4	179.86	807.35	298.6	42.6
"799"	13340027	"11339301"	"11343301"	4	167.61	814.18	279.88	42.4
"800"	13340028	"11339301"	"11343301"	4	170.55	812.06	296.88	42
"801"	13340029	"11339301"	"11343301"	4	166.97	814.81	290	42
"802"	13340030	"11339301"	"11343301"	4	163.4	826.25	277.82	42
"803"	13340031	"11339301"	"11343301"	4	164.4	813.92	271.99	42
"804"	13340032	"11339301"	"11343301"	4	178.79	814.2	289.82	41.8
"805"	13340033	"11339301"	"11343301"	4	155.23	824.67	272.18	41.8
"806"	13340034	"11339301"	"11343301"	4	177.11	810.89	284.81	41.6
"807"	13340035	"11339301"	"11343301"	4	175.01	805.06	285.55	41.6
"808"	13340036	"11339301"	"11343301"	4	158.91	818.03	281.57	41.6
"809"	13340037	"11339301"	"11343301"	4	174.46	804.13	294.73	41.6
